Opérateur;Année;Filière;Consommation Agriculture (MWh);Nombre de points Agriculture;Nombre de mailles secretisées (agriculture);Indique qualité Agriculture;Consommation Industrie (MWh);Nombre de points Industrie;Nombre de mailles secretisées (industrie);Indice qualité Industrie;Consommation Tertiaire  (MWh);Nombre de points Tertiaire;Nombre de mailles secretisées (tertiaire);Indice qualité Tertiaire;Consommation Résidentiel  (MWh);Nombre de points Résidentiel;Nombre de mailles secretisées (résidentiel);Indice qualité Résidentiel;Thermosensibilité (MWh/degré-jour);Part Thermosensible;Consommation Secteur Inconnu (MWh);Nombre de points Secteur Inconnu;Nombre de mailles secretisées (secteur inconnu);Indice qualité Non Affecté;Code Commune;Libellé Commune;Code EPCI;Libellé EPCI;Code Département;Libellé Département;Code Région;Libellé Région;id_filiere;Consommation totale (MWh);Code_postal
Enedis;2019;Electricité;239.748613839812;14;0;0.803;0.0;0;0;0.0;69.1481278750356;18;0;0.883;1751.27356610479;276;0;0.762;0.0;0.0;0.0;0;1;0.0;53109;Grazay;200055887;CC Mayenne Communauté;53;Mayenne;52;Pays de la Loire;100;2060.170307819638;53440
Enedis;2019;Electricité;1097.85224890603;67;0;0.683;2842.60789634774;11;0;0.672;1214.37641275955;69;0;0.529;3342.26612746896;576;0;0.549;0.424130929;20.9;213.099141447507;13;0;0.622;53125;Landivy;245300389;CC du Bocage Mayennais;53;Mayenne;52;Pays de la Loire;100;8710.201826929786;53190
Enedis;2019;Electricité;434.23260278951;20;0;0.859;78.445343826714;1;1;0.945;925.924931868992;46;0;0.866;3635.46240134991;535;0;0.834;0.649594124;24.9;143.700098870835;4;0;0.827;53168;Nuillé-sur-Vicoin;200083392;CA Laval Agglomération;53;Mayenne;52;Pays de la Loire;100;5217.765378705961;53970
Enedis;2019;Electricité;191.992955004892;14;0;0.876;0.0;0;0;0.0;85.7880640373228;13;0;0.847;1116.90451544092;151;0;0.81;0.0;0.0;0.0;0;1;0.0;53172;Origné;245300447;CC du Pays de Château-Gontier;53;Mayenne;52;Pays de la Loire;100;1394.6855344831347;53360
Enedis;2019;Electricité;59.7659157516462;2;0;0.437;2610.94025491365;7;1;0.931;1450.2414371951;81;0;0.446;4909.44321102458;880;0;0.366;1.383809757;39.2;104.926118908455;16;0;0.44;53182;Port-Brillet;200083392;CA Laval Agglomération;53;Mayenne;52;Pays de la Loire;100;9135.316937793432;53410
Enedis;2019;Electricité;420.744330594964;20;0;0.481;0.0;0;0;0.0;900.72808260732;16;0;0.482;1117.32061150063;212;0;0.348;0.0;0.0;0.0;0;1;0.0;53196;Saint-Aignan-de-Couptrain;200042182;CC du Mont des Avaloirs;53;Mayenne;52;Pays de la Loire;100;2438.793024702914;53250
Enedis;2019;Electricité;411.024580244321;19;0;0.504;0.0;0;0;0.0;55.2523404521476;7;0;0.574;1170.01472000433;218;0;0.522;0.0;0.0;0.0;0;1;0.0;53204;Saint-Calais-du-Désert;200042182;CC du Mont des Avaloirs;53;Mayenne;52;Pays de la Loire;100;1636.2916407007986;53140
Enedis;2019;Electricité;294.821452115572;6;0;0.544;0.0;0;0;0.0;52.6521148883663;8;0;0.41;454.895195622009;77;0;0.429;0.0;0.0;0.0;0;1;0.0;53214;Saint-Erblon;200048551;CC du Pays de Craon;53;Mayenne;52;Pays de la Loire;100;802.3687626259473;53390
Enedis;2019;Electricité;596.002065306559;29;0;0.856;399.379348151988;13;0;0.961;446.169544160677;55;0;0.837;4242.06104813218;670;0;0.786;0.724150044;28.1;0.0;0;1;0.0;53219;Saint-Georges-Buttavent;200055887;CC Mayenne Communauté;53;Mayenne;52;Pays de la Loire;100;5683.612005751404;53100/53100
Enedis;2019;Electricité;409.690504754831;17;0;0.725;0.0;0;1;0.0;99.0255275732662;18;0;0.874;1471.76087851175;214;0;0.703;0.0;0.0;66.2142660342869;4;0;0.599;53225;Saint-Germain-le-Guillaume;245300355;CC de l'Ernée;53;Mayenne;52;Pays de la Loire;100;2046.6911768741343;53240
Enedis;2019;Electricité;1958.22077371932;75;0;0.618;1402.8925;1;1;1.0;603.557841546215;43;0;0.545;2581.0121702448;424;0;0.543;0.0;0.0;127.63222510998;11;0;0.485;53245;Saint-Pierre-des-Landes;245300355;CC de l'Ernée;53;Mayenne;52;Pays de la Loire;100;6673.315510620315;53500
Enedis;2019;Electricité;454.132496035594;18;0;0.767;0.0;0;0;0.0;0.0;0;1;0.0;385.30281930799;80;0;0.686;0.0;0.0;0.0;0;0;0.0;53261;Soucé;245300389;CC du Bocage Mayennais;53;Mayenne;52;Pays de la Loire;100;839.435315343584;53300
