Opérateur;Année;Filière;Consommation Agriculture (MWh);Nombre de points Agriculture;Nombre de mailles secretisées (agriculture);Indique qualité Agriculture;Consommation Industrie (MWh);Nombre de points Industrie;Nombre de mailles secretisées (industrie);Indice qualité Industrie;Consommation Tertiaire  (MWh);Nombre de points Tertiaire;Nombre de mailles secretisées (tertiaire);Indice qualité Tertiaire;Consommation Résidentiel  (MWh);Nombre de points Résidentiel;Nombre de mailles secretisées (résidentiel);Indice qualité Résidentiel;Thermosensibilité (MWh/degré-jour);Part Thermosensible;Consommation Secteur Inconnu (MWh);Nombre de points Secteur Inconnu;Nombre de mailles secretisées (secteur inconnu);Indice qualité Non Affecté;Code Commune;Libellé Commune;Code EPCI;Libellé EPCI;Code Département;Libellé Département;Code Région;Libellé Région;id_filiere;Consommation totale (MWh);Code_postal
Enedis;2019;Electricité;357.446754870091;21;0;0.46;5.097;1;1;1.0;47.7720204744911;13;0;0.197;585.120625522464;111;0;0.373;0.0;0.0;0.0;0;1;0.0;53266;Trans;200033298;CC des Coëvrons;53;Mayenne;52;Pays de la Loire;100;995.4364008670461;53160
Enedis;2019;Electricité;286.013124828707;14;0;0.794;0.0;0;0;0.0;0.0;0;1;0.0;323.67014574306;62;0;0.69;0.0;0.0;0.0;0;0;0.0;53270;Vieuvy;245300389;CC du Bocage Mayennais;53;Mayenne;52;Pays de la Loire;100;609.683270571767;53120
Enedis;2019;Electricité;865.308159347524;29;0;0.5;496.101772204413;11;0;0.613;1954.56493099673;75;0;0.495;8310.69660553238;1169;0;0.424;2.008506295;33.6;512.099910138645;31;0;0.512;53007;Argentré;200083392;CA Laval Agglomération;53;Mayenne;52;Pays de la Loire;100;12138.771378219692;53210
Enedis;2019;Electricité;478.184872310138;30;0;0.713;0.0;0;1;0.0;193.968864729618;17;0;0.872;1396.11156592788;185;0;0.708;0.0;0.0;72.1990309278438;5;0;0.689;53012;Athée;200048551;CC du Pays de Craon;53;Mayenne;52;Pays de la Loire;100;2140.46433389548;53400
Enedis;2019;Electricité;194.679801021244;8;0;0.871;0.0;0;0;0.0;84.6480991453103;14;0;0.639;674.827611648062;88;0;0.732;0.0;0.0;0.0;0;0;0.0;53027;Beaumont-Pied-de-Bœuf;245300223;CC du Pays de Meslay-Grez;53;Mayenne;52;Pays de la Loire;100;954.1555118146163;53290
Enedis;2019;Electricité;1443.30211586229;26;0;0.711;496.272;1;1;1.0;118.631834605252;22;0;0.789;1551.09819431328;218;0;0.68;0.0;0.0;0.0;0;1;0.0;53035;Bouchamps-lès-Craon;200048551;CC du Pays de Craon;53;Mayenne;52;Pays de la Loire;100;3609.304144780822;53800
Enedis;2019;Electricité;422.455312165235;18;0;0.615;820.940083333333;2;1;1.0;98.9608938841122;20;0;0.388;1511.86601860512;228;0;0.435;0.0;0.0;0.0;0;1;0.0;53043;Brée;200033298;CC des Coëvrons;53;Mayenne;52;Pays de la Loire;100;2854.2223079878004;53150
Enedis;2019;Electricité;1105.14561613435;40;0;0.867;166.766009926098;6;0;0.891;611.124308814417;44;0;0.823;3973.27861496686;546;0;0.772;0.826807155;28.3;178.001664567488;14;0;0.708;53066;Chemazé;245300447;CC du Pays de Château-Gontier;53;Mayenne;52;Pays de la Loire;100;6034.316214409213;53200
Enedis;2019;Electricité;864.548483319907;31;0;0.547;295.854583409079;2;1;0.957;261.337407256171;17;0;0.575;1701.59147916674;260;0;0.488;0.0;0.0;0.0;0;1;0.0;53086;La Croixille;245300355;CC de l'Ernée;53;Mayenne;52;Pays de la Loire;100;3123.3319531518973;53380
Enedis;2019;Electricité;1168.54426313914;37;0;0.653;130.284683804293;2;1;0.916;798.338197069784;51;0;0.593;2437.1376283526;413;0;0.651;0.0;0.0;0.0;0;1;0.0;53154;Montaudin;245300389;CC du Bocage Mayennais;53;Mayenne;52;Pays de la Loire;100;4534.3047723658165;53220
Enedis;2019;Electricité;1291.53445744848;57;0;0.739;218.223592471544;9;0;0.777;1457.41015795062;46;0;0.766;3699.47315999393;561;0;0.654;0.536110287;23.8;98.7059186917442;11;0;0.733;53155;Montenay;245300355;CC de l'Ernée;53;Mayenne;52;Pays de la Loire;100;6765.347286556318;53500
Enedis;2019;Electricité;119.569960252929;8;0;0.446;2055.5885;4;1;1.0;85.1076993561444;13;0;0.525;774.303193240955;99;0;0.398;0.0;0.0;0.0;0;1;0.0;53156;Montflours;200083392;CA Laval Agglomération;53;Mayenne;52;Pays de la Loire;100;3034.569352850028;53240
